id,timestamp,symbol,direction,confirmation_timestamp,confirmation_close,retest_timestamp,retest_close,calibrated_entry,calibrated_stop,calibrated_target,risk_pct,status,outcome,outcome_r,outcome_timestamp,reason
Bitget_2026-09-21T10:25:21.090863+00:00_BERAUSDT_SHORT_0.2274,2026-09-21T10:25:21.090863+00:00,BERAUSDT,SHORT,,,,,,,,,SKIPPED,,,,first closed 5m confirmation did not preserve direction
Bitget_2026-09-21T10:25:36.015486+00:00_MORPHOUSDT_SHORT_2.797,2026-09-21T10:25:36.015486+00:00,MORPHOUSDT,SHORT,,,,,,,,,SKIPPED,,,,first closed 5m confirmation did not preserve direction
Bitget_2026-09-21T10:25:44.914675+00:00_UBUSDT_SHORT_0.13943,2026-09-21T10:25:44.914675+00:00,UBUSDT,SHORT,,,,,,,,,SKIPPED,,,,first closed 5m confirmation did not preserve direction
Bitget_2026-09-21T10:46:36.584794+00:00_ARXUSDT_SHORT_0.19941,2026-09-21T10:46:36.584794+00:00,ARXUSDT,SHORT,,,,,,,,,SKIPPED,,,,first closed 5m confirmation did not preserve direction
Bitget_2026-09-21T10:46:38.587887+00:00_BERAUSDT_SHORT_0.227,2026-09-21T10:46:38.587887+00:00,BERAUSDT,SHORT,,,,,,,,,SKIPPED,,,,first closed 5m confirmation did not preserve direction
Bitget_2026-09-21T10:46:39.300361+00:00_BRETTUSDT_SHORT_0.0056,2026-09-21T10:46:39.300361+00:00,BRETTUSDT,SHORT,,,,,,,,,SKIPPED,,,,first closed 5m confirmation did not preserve direction
Bitget_2026-09-21T10:46:40.782004+00:00_CAPUSDT_SHORT_0.04563,2026-09-21T10:46:40.782004+00:00,CAPUSDT,SHORT,2026-09-21T10:55:00+00:00,0.04551,2026-09-21T11:00:00+00:00,0.04559,0.04559,0.045866,0.045038,0.605396,RESOLVED,FAIL,-1.0,2026-09-21T11:50:00+00:00,confirmed then retested
Bitget_2026-09-21T10:46:43.541715+00:00_DEEPUSDT_SHORT_0.01922,2026-09-21T10:46:43.541715+00:00,DEEPUSDT,SHORT,,,,,,,,,SKIPPED,,,,first closed 5m confirmation did not preserve direction
Bitget_2026-09-21T10:46:44.585688+00:00_EGLDUSDT_SHORT_4.219,2026-09-21T10:46:44.585688+00:00,EGLDUSDT,SHORT,,,,,,,,,SKIPPED,,,,first closed 5m confirmation did not preserve direction
Bitget_2026-09-21T10:46:47.580454+00:00_GRASSUSDT_SHORT_0.36993,2026-09-21T10:46:47.580454+00:00,GRASSUSDT,SHORT,,,,,,,,,SKIPPED,,,,first closed 5m confirmation did not preserve direction
Bitget_2026-09-21T10:47:00.669314+00:00_SPKUSDT_SHORT_0.02181,2026-09-21T10:47:00.669314+00:00,SPKUSDT,SHORT,2026-09-21T10:55:00+00:00,0.02178,2026-09-21T12:10:00+00:00,0.02175,0.02175,0.022055,0.02114,1.402299,RESOLVED,FAIL,-1.0,2026-09-21T12:35:00+00:00,confirmed then retested
Bitget_2026-09-21T10:47:02.725747+00:00_TRBUSDT_SHORT_19.004,2026-09-21T10:47:02.725747+00:00,TRBUSDT,SHORT,,,,,,,,,SKIPPED,,,,first closed 5m confirmation did not preserve direction
Bitget_2026-09-21T11:47:56.265042+00:00_ASTERUSDT_SHORT_0.7639,2026-09-21T11:47:56.265042+00:00,ASTERUSDT,SHORT,2026-09-21T11:55:00+00:00,0.7606,2026-09-21T12:00:00+00:00,0.7588,0.7588,0.76598,0.74444,0.946231,ELIGIBLE_UNRESOLVED,,,,confirmed then retested
Bitget_2026-09-21T11:47:57.407820+00:00_AXSUSDT_SHORT_1.066,2026-09-21T11:47:57.407820+00:00,AXSUSDT,SHORT,2026-09-21T11:55:00+00:00,1.065,2026-09-21T12:00:00+00:00,1.062,1.062,1.07255714286,1.04088571429,0.994081,RESOLVED,FAIL,-1.0,2026-09-21T12:25:00+00:00,confirmed then retested
Bitget_2026-09-21T11:48:01.164719+00:00_CHZUSDT_SHORT_0.01576,2026-09-21T11:48:01.164719+00:00,CHZUSDT,SHORT,2026-09-21T11:55:00+00:00,0.01574,2026-09-21T12:00:00+00:00,0.01572,0.01572,0.015826142857,0.015507714286,0.675209,RESOLVED,FAIL,-1.0,2026-09-21T12:25:00+00:00,confirmed then retested
Bitget_2026-09-21T11:48:02.414880+00:00_CTSIUSDT_SHORT_0.02958,2026-09-21T11:48:02.414880+00:00,CTSIUSDT,SHORT,,,,,,,,,SKIPPED,,,,first closed 5m confirmation did not preserve direction
Bitget_2026-09-21T11:48:06.339181+00:00_FFUSDT_LONG_0.12735,2026-09-21T11:48:06.339181+00:00,FFUSDT,LONG,,,,,,,,,SKIPPED,,,,first closed 5m confirmation did not preserve direction
Bitget_2026-09-21T11:48:13.271785+00:00_MANTAUSDT_SHORT_0.07146,2026-09-21T11:48:13.271785+00:00,MANTAUSDT,SHORT,2026-09-21T11:55:00+00:00,0.07117,2026-09-21T12:00:00+00:00,0.07128,0.07128,0.072048428571,0.069743142858,1.078042,RESOLVED,FAIL,-1.0,2026-09-21T12:50:00+00:00,confirmed then retested
Bitget_2026-09-21T11:48:21.923724+00:00_STRKUSDT_LONG_0.047062,2026-09-21T11:48:21.923724+00:00,STRKUSDT,LONG,,,,,,,,,SKIPPED,,,,first closed 5m confirmation did not preserve direction
Bitget_2026-09-21T11:48:22.023900+00:00_STXUSDT_SHORT_0.3337,2026-09-21T11:48:22.023900+00:00,STXUSDT,SHORT,2026-09-21T11:55:00+00:00,0.333,2026-09-21T12:00:00+00:00,0.332,0.332,0.334392857143,0.327214285714,0.720740,RESOLVED,EXPANSION,2.0,2026-09-21T13:35:00+00:00,confirmed then retested
Bitget_2026-09-21T11:48:26.207200+00:00_WIFUSDT_SHORT_0.2168,2026-09-21T11:48:26.207200+00:00,WIFUSDT,SHORT,2026-09-21T11:55:00+00:00,0.2165,2026-09-21T12:00:00+00:00,0.2159,0.2159,0.219072857143,0.209554285714,1.469596,RESOLVED,FAIL,-1.0,2026-09-21T12:15:00+00:00,confirmed then retested
Bitget_2026-09-21T11:48:26.579882+00:00_XLMUSDT_SHORT_0.21184,2026-09-21T11:48:26.579882+00:00,XLMUSDT,SHORT,2026-09-21T11:55:00+00:00,0.2114,2026-09-21T12:00:00+00:00,0.21046,0.21046,0.213225428571,0.204929142858,1.313992,ELIGIBLE_UNRESOLVED,,,,confirmed then retested
Bitget_2026-09-21T12:00:45.261115+00:00_1000BONKUSDT_SHORT_0.00324,2026-09-21T12:00:45.261115+00:00,1000BONKUSDT,SHORT,,,,,,,,,SKIPPED,,,,first closed 5m confirmation did not preserve direction
Bitget_2026-09-21T12:00:47.775343+00:00_ARUSDT_LONG_4.74,2026-09-21T12:00:47.775343+00:00,ARUSDT,LONG,,,,,,,,,SKIPPED,,,,first closed 5m confirmation did not preserve direction
Bitget_2026-09-21T12:00:49.107677+00:00_AXSUSDT_SHORT_1.062,2026-09-21T12:00:49.107677+00:00,AXSUSDT,SHORT,,,,,,,,,SKIPPED,,,,first closed 5m confirmation did not preserve direction
Bitget_2026-09-21T12:00:49.520168+00:00_BBUSDT_SHORT_0.00886,2026-09-21T12:00:49.520168+00:00,BBUSDT,SHORT,,,,,,,,,SKIPPED,,,,first closed 5m confirmation did not preserve direction
Bitget_2026-09-21T12:00:53.511667+00:00_CHZUSDT_SHORT_0.01572,2026-09-21T12:00:53.511667+00:00,CHZUSDT,SHORT,,,,,,,,,SKIPPED,,,,first closed 5m confirmation did not preserve direction
Bitget_2026-09-21T12:00:56.084914+00:00_EDGEUSDT_SHORT_0.6083,2026-09-21T12:00:56.084914+00:00,EDGEUSDT,SHORT,2026-09-21T12:10:00+00:00,0.5991,2026-09-21T12:15:00+00:00,0.6063,0.6063,0.61496,0.58898,1.428336,RESOLVED,FAIL,-1.0,2026-09-21T12:30:00+00:00,confirmed then retested
Bitget_2026-09-21T12:00:58.008527+00:00_FARTCOINUSDT_SHORT_0.1812,2026-09-21T12:00:58.008527+00:00,FARTCOINUSDT,SHORT,2026-09-21T12:10:00+00:00,0.1808,2026-09-21T12:15:00+00:00,0.1812,0.1812,0.183295714286,0.177008571428,1.156575,RESOLVED,FAIL,-1.0,2026-09-21T13:05:00+00:00,confirmed then retested
Bitget_2026-09-21T12:00:59.106872+00:00_GALAUSDT_SHORT_0.002031,2026-09-21T12:00:59.106872+00:00,GALAUSDT,SHORT,,,,,,,,,SKIPPED,,,,first closed 5m confirmation did not preserve direction
Bitget_2026-09-21T12:01:03.452446+00:00_KITEUSDT_SHORT_0.12018,2026-09-21T12:01:03.452446+00:00,KITEUSDT,SHORT,2026-09-21T12:10:00+00:00,0.12018,2026-09-21T12:15:00+00:00,0.12018,0.12018,0.120948,0.118644,0.639041,RESOLVED,FAIL,-1.0,2026-09-21T12:45:00+00:00,confirmed then retested
Bitget_2026-09-21T12:01:03.991657+00:00_LINKUSDT_SHORT_13.035,2026-09-21T12:01:03.991657+00:00,LINKUSDT,SHORT,,,,,,,,,SKIPPED,,,,first closed 5m confirmation did not preserve direction
Bitget_2026-09-21T12:01:08.485774+00:00_ONGUSDT_SHORT_0.08829,2026-09-21T12:01:08.485774+00:00,ONGUSDT,SHORT,,,,,,,,,SKIPPED,,,,first closed 5m confirmation did not preserve direction
Bitget_2026-09-21T12:01:12.671251+00:00_RUNEUSDT_SHORT_0.598,2026-09-21T12:01:12.671251+00:00,RUNEUSDT,SHORT,,,,,,,,,SKIPPED,,,,first closed 5m confirmation did not preserve direction
Bitget_2026-09-21T12:01:14.603464+00:00_STXUSDT_SHORT_0.332,2026-09-21T12:01:14.603464+00:00,STXUSDT,SHORT,2026-09-21T12:10:00+00:00,0.331,2026-09-21T12:15:00+00:00,0.3308,0.3308,0.334405714286,0.323588571428,1.089998,ELIGIBLE_UNRESOLVED,,,,confirmed then retested
Bitget_2026-09-21T12:01:16.787660+00:00_TUTUSDT_SHORT_0.02207,2026-09-21T12:01:16.787660+00:00,TUTUSDT,SHORT,2026-09-21T12:10:00+00:00,0.02202,2026-09-21T12:15:00+00:00,0.02206,0.02206,0.022341142857,0.021497714286,1.274446,RESOLVED,FAIL,-1.0,2026-09-21T12:30:00+00:00,confirmed then retested
Bitget_2026-09-21T12:01:18.093554+00:00_VELVETUSDT_SHORT_0.06208,2026-09-21T12:01:18.093554+00:00,VELVETUSDT,SHORT,2026-09-21T12:10:00+00:00,0.062,2026-09-21T12:15:00+00:00,0.06208,0.06208,0.062704285714,0.060831428572,1.005615,RESOLVED,FAIL,-1.0,2026-09-21T12:35:00+00:00,confirmed then retested
Bitget_2026-09-21T12:01:19.339769+00:00_XLMUSDT_SHORT_0.21046,2026-09-21T12:01:19.339769+00:00,XLMUSDT,SHORT,,,,,,,,,SKIPPED,,,,first closed 5m confirmation did not preserve direction
Bitget_2026-09-21T12:07:47.953218+00:00_EDGEUSDT_SHORT_0.604,2026-09-21T12:07:47.953218+00:00,EDGEUSDT,SHORT,,,,,,,,,SKIPPED,,,,first closed 5m confirmation did not preserve direction
Bitget_2026-09-21T12:08:09.618709+00:00_VELVETUSDT_SHORT_0.06185,2026-09-21T12:08:09.618709+00:00,VELVETUSDT,SHORT,,,,,,,,,SKIPPED,,,,first closed 5m confirmation did not preserve direction
Bitget_2026-09-21T13:31:45.487299+00:00_EIGENUSDT_SHORT_0.2488,2026-09-21T13:31:45.487299+00:00,EIGENUSDT,SHORT,2026-09-21T13:40:00+00:00,0.2473,2026-09-21T13:45:00+00:00,0.247,0.247,0.25192,0.23716,1.991903,ELIGIBLE_UNRESOLVED,,,,confirmed then retested
Bitget_2026-09-21T13:31:52.042107+00:00_KAITOUSDT_SHORT_0.349,2026-09-21T13:31:52.042107+00:00,KAITOUSDT,SHORT,,,,,,,,,SKIPPED,,,,first closed 5m confirmation did not preserve direction
Bitget_2026-09-21T13:50:29.856612+00:00_PUMPUSDT_LONG_0.004382,2026-09-21T13:50:29.856612+00:00,PUMPUSDT,LONG,,,,,,,,,SKIPPED,,,,first closed 5m confirmation did not preserve direction
Bitget_2026-09-21T14:58:23.969297+00:00_GPSUSDT_LONG_0.010993,2026-09-21T14:58:23.969297+00:00,GPSUSDT,LONG,,,,,,,,,SKIPPED,,,,first closed 5m confirmation did not preserve direction
Bitget_2026-09-21T14:58:27.643093+00:00_KERNELUSDT_LONG_0.04755,2026-09-21T14:58:27.643093+00:00,KERNELUSDT,LONG,,,,,,,,,SKIPPED,,,,first closed 5m confirmation did not preserve direction
Bitget_2026-09-21T14:58:29.717343+00:00_METISUSDT_LONG_3.575,2026-09-21T14:58:29.717343+00:00,METISUSDT,LONG,,,,,,,,,SKIPPED,,,,first closed 5m confirmation did not preserve direction
Bitget_2026-09-21T17:22:03.542876+00:00_AKTUSDT_LONG_0.6321,2026-09-21T17:22:03.542876+00:00,AKTUSDT,LONG,,,,,,,,,SKIPPED,,,,first closed 5m confirmation did not preserve direction
