strategy_version,sample_total,resolved,unique_symbols,providers,top_symbol,top_symbol_share,top_time_hour,top_time_hour_share,direction,confidence,location_15m,reversal_5m,horizons,mfe_mean_pct,mae_mean_pct,mfe_observed,mae_observed,friction_status,friction_fields_observed,timestamp_start,timestamp_end
scalp-structure-v1,113,90,90,{'Bitget': 113},BEATUSDT,0.026549,2026-09-21 12:00,0.159292,"[('LONG', 57, 40, -13.0), ('SHORT', 56, 50, -26.0)]","[('85-89.9', 27, 22, -16.0), ('90-100', 41, 31, -10.0), ('<85', 45, 37, -13.0)]","[('1.0', 113, 90, -39.0)]","[('0.5', 99, 76, -31.0), ('1.0', 14, 14, -8.0)]","{'h15': {'FAIL': 17, '': 91, 'EXPANSION': 5}, 'h30': {'FAIL': 41, '': 64, 'EXPANSION': 8}, 'h60': {'FAIL': 58, '': 46, 'EXPANSION': 9}, 'h120': {'FAIL': 73, 'EXPANSION': 17, '': 23}}",0.674009,0.880839,90,90,NOT_OBSERVED,,2026-09-21T10:25:21.090863+00:00,2026-09-26T14:36:50.217553+00:00
