model,sample,anchored,eligible,filled,resolved,wins,losses,ambiguous,unfilled,rejected_geometry,skipped,win_rate_pct,fill_rate_pct,net_r,expectancy_r,max_drawdown_r,avg_entry_improvement_pct,max_risk_pct,min_reward_r,max_reward_r,min_sample_for_review,2r_wins,2r_losses,2r_ambiguous,2r_resolved,2r_net_r,2r_expectancy_r,3r_wins,3r_losses,3r_ambiguous,3r_resolved,3r_net_r,3r_expectancy_r,4r_wins,4r_losses,4r_ambiguous,4r_resolved,4r_net_r,4r_expectancy_r,5r_wins,5r_losses,5r_ambiguous,5r_resolved,5r_net_r,5r_expectancy_r,6r_wins,6r_losses,6r_ambiguous,6r_resolved,6r_net_r,6r_expectancy_r,7r_wins,7r_losses,7r_ambiguous,7r_resolved,7r_net_r,7r_expectancy_r,8r_wins,8r_losses,8r_ambiguous,8r_resolved,8r_net_r,8r_expectancy_r
ENTRY_40C_5M_GEOMETRY_SHADOW,109,107,107,59,59,2,0,57,48,0,2,3.3898,55.1402,4.0,0.067797,0.0,0.993888,2.0,2.0,8.0,30,24,21,12,57,27.0,0.473684,24,25,8,57,47.0,0.824561,24,28,5,57,68.0,1.192982,23,30,4,57,85.0,1.491228,22,32,3,57,100.0,1.754386,21,34,2,57,113.0,1.982456,14,41,2,57,71.0,1.245614
