timestamp,provider,symbol
2026-09-22T09:03:58.230169+00:00,Bitget,LTCUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,LUMIAUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,LUNAUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,LUNCUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,LYNUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,MAGICUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,MAGMAUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,MANAUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,MANTAUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,MANTRAUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,MARSCOINUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,MASKUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,MAVUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,MEGAUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,MELANIAUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,MEMEUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,MERLUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,METISUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,METUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,MEUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,MEWUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,MINAUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,MIRAUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,MMTUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,MOCAUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,MONUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,MOODENGUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,MORPHOUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,MOVEUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,MOVRUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,MTLUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,MUBARAKUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,MUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,MYXUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,NAORISUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,NEARUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,NEIROCTOUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,NEOUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,NEWTUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,NIGHTUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,NILUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,NMRUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,NOTUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,NXPCUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,OGNUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,OGUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,ONDOUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,ONEUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,ONGUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,ONTUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,OPENUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,OPGUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,OPNUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,OPUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,ORCAUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,ORDERUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,ORDIUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,OUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,PARTIUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,PENDLEUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,PENGUUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,PEOPLEUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,PEPEUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,PHAUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,PIEVERSEUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,PIPPINUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,PIUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,PIXELUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,PLUMEUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,PNUTUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,POLUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,POLYXUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,PONSUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,POPCATUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,POWERUSDT
2026-09-22T09:03:58.230169+00:00,Bitget,POWRUSDT
