model,sample,eligible,resolved,wins,losses,ambiguous,unresolved,skipped,win_rate_pct,net_r,expectancy_r,max_drawdown_r,max_risk_pct,min_sample_for_review
CONFIRM_RETEST_5M_SHADOW,89,32,20,2,18,0,12,57,10.0,-14.0,-0.7,-14.0,2.0,30
