id,timestamp,close_timestamp,symbol,provider,open,high,low,close
Bitget_BREVUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,BREVUSDT,Bitget,0.08075,0.08087,0.08075,0.08078
Bitget_ETHFIUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,ETHFIUSDT,Bitget,0.7017,0.7025,0.7009,0.7013
Bitget_ARPAUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,ARPAUSDT,Bitget,0.01012,0.01012,0.01012,0.01012
Bitget_CHIPUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,CHIPUSDT,Bitget,0.04151,0.04151,0.04151,0.04151
Bitget_LSKUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,LSKUSDT,Bitget,0.3768,0.377,0.3713,0.3719
Bitget_GOOGLUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,GOOGLUSDT,Bitget,349.96,350.04,349.96,350.02
Bitget_KMNOUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,KMNOUSDT,Bitget,0.02637,0.0264,0.02617,0.02619
Bitget_RENDERUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,RENDERUSDT,Bitget,1.5192,1.5208,1.5175,1.5175
Bitget_AKEUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,AKEUSDT,Bitget,0.0860567,0.0882815,0.0837589,0.0876531
Bitget_ZECUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,ZECUSDT,Bitget,1442.04,1443.19,1440.8,1441.74
Bitget_0GUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,0GUSDT,Bitget,0.2146,0.2146,0.2141,0.2141
Bitget_ZHIPUUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,ZHIPUUSDT,Bitget,93.04,93.17,93.04,93.15
Bitget_SEIUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,SEIUSDT,Bitget,0.04798,0.04798,0.04773,0.04779
Bitget_GALAUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,GALAUSDT,Bitget,0.001848,0.00185,0.001846,0.001846
Bitget_XPINUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,XPINUSDT,Bitget,0.0008239,0.0008239,0.0008204,0.0008204
Bitget_FUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,FUSDT,Bitget,0.003668,0.003681,0.003663,0.003666
Bitget_ORDIUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,ORDIUSDT,Bitget,4.46,4.46,4.45,4.45
Bitget_ACEUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,ACEUSDT,Bitget,0.1526,0.1526,0.1524,0.1524
Bitget_ASTERUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,ASTERUSDT,Bitget,0.7346,0.7349,0.7344,0.7344
Bitget_PENGUUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,PENGUUSDT,Bitget,0.007697,0.007697,0.007674,0.007674
Bitget_牛来USDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,牛来USDT,Bitget,0.1011,0.10168,0.1011,0.10147
Bitget_DYDXUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,DYDXUSDT,Bitget,0.1283,0.1283,0.1271,0.1271
Bitget_GPROUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,GPROUSDT,Bitget,1.2893,1.2893,1.2893,1.2893
Bitget_XMRUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,XMRUSDT,Bitget,525.82,525.82,525.07,525.07
Bitget_PROMUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,PROMUSDT,Bitget,4.9792,4.9888,4.9792,4.9888
Bitget_CPUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,CPUSDT,Bitget,0.013243,0.013333,0.013243,0.013246
Bitget_MSTRUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,MSTRUSDT,Bitget,152.7,152.74,152.6,152.6
Bitget_VETUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,VETUSDT,Bitget,0.008266,0.008266,0.008242,0.008244
Bitget_MSTUUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,MSTUUSDT,Bitget,40.204,40.204,40.204,40.204
Bitget_ENSUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,ENSUSDT,Bitget,6.205,6.205,6.155,6.155
Bitget_TRUMPUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,TRUMPUSDT,Bitget,2.018,2.018,2.013,2.016
Bitget_XLMUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,XLMUSDT,Bitget,0.19012,0.19036,0.18979,0.18991
Bitget_THETAUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,THETAUSDT,Bitget,0.2123,0.2123,0.211,0.211
Bitget_MOODENGUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,MOODENGUSDT,Bitget,0.04324,0.04324,0.04297,0.04304
Bitget_QQQUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,QQQUSDT,Bitget,720.01,720.01,720.01,720.01
Bitget_HUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,HUSDT,Bitget,0.07257,0.07268,0.07247,0.07249
Bitget_LINKUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,LINKUSDT,Bitget,12.016,12.022,11.994,11.995
Bitget_CROSSUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,CROSSUSDT,Bitget,0.14398,0.144,0.1435,0.14364
Bitget_RAYUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,RAYUSDT,Bitget,1.6604,1.6604,1.6507,1.655
Bitget_TAOUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,TAOUSDT,Bitget,252.24,252.33,251.56,251.72
Bitget_CRCLUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,CRCLUSDT,Bitget,89.71,89.71,89.71,89.71
Bitget_METUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,METUSDT,Bitget,0.2508,0.2508,0.2508,0.2508
Bitget_ADAUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,ADAUSDT,Bitget,0.2204,0.2204,0.2199,0.2201
Bitget_BNBUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,BNBUSDT,Bitget,751.43,751.43,749.58,749.91
Bitget_LITUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,LITUSDT,Bitget,4.661,4.664,4.646,4.648
Bitget_MINIMAXUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,MINIMAXUSDT,Bitget,38.717,38.733,38.681,38.681
Bitget_EIGENUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,EIGENUSDT,Bitget,0.2276,0.2276,0.2218,0.2231
Bitget_MORPHOUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,MORPHOUSDT,Bitget,2.5154,2.5154,2.5041,2.506
Bitget_NVDAUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,NVDAUSDT,Bitget,220.84,220.84,220.82,220.82
Bitget_哈基米USDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,哈基米USDT,Bitget,0.0327,0.0327,0.0327,0.0327
Bitget_HOODUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,HOODUSDT,Bitget,117.24,117.29,117.15,117.25
Bitget_SUIUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,SUIUSDT,Bitget,0.8211,0.8216,0.8187,0.8192
Bitget_KAITOUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,KAITOUSDT,Bitget,0.3327,0.3327,0.332,0.332
Bitget_UNITASUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,UNITASUSDT,Bitget,0.2756,0.2785,0.2726,0.2763
Bitget_BCHUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,BCHUSDT,Bitget,246.28,246.39,246.08,246.08
Bitget_BMNRUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,BMNRUSDT,Bitget,25.43,25.43,25.43,25.43
Bitget_CFXUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,CFXUSDT,Bitget,0.04947,0.04947,0.04936,0.0494
Bitget_BILLUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,BILLUSDT,Bitget,0.01371,0.01371,0.01368,0.01368
Bitget_AVAUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,AVAUSDT,Bitget,0.2214,0.2214,0.2211,0.2211
Bitget_AWEUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,AWEUSDT,Bitget,0.063152,0.063152,0.063152,0.063152
Bitget_PNUTUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,PNUTUSDT,Bitget,0.052,0.052,0.05181,0.05181
Bitget_SUPERUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,SUPERUSDT,Bitget,0.1355,0.1355,0.1355,0.1355
Bitget_COINUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,COINUSDT,Bitget,192.96,192.96,192.89,192.89
Bitget_GRVTUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,GRVTUSDT,Bitget,0.18389,0.18425,0.18375,0.18425
Bitget_ETHUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,ETHUSDT,Bitget,2580.09,2581.22,2578.61,2578.64
Bitget_SKYUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,SKYUSDT,Bitget,0.06825,0.06825,0.06805,0.06807
Bitget_CLUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,CLUSDT,Bitget,97.085,97.117,97.079,97.103
Bitget_PONSUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,PONSUSDT,Bitget,0.58218,0.58344,0.58189,0.58229
Bitget_WLDUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,WLDUSDT,Bitget,0.424,0.4244,0.4223,0.4224
Bitget_BZUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,BZUSDT,Bitget,100.45,100.45,100.44,100.44
Bitget_GUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,GUSDT,Bitget,0.007059,0.007135,0.007007,0.007121
Bitget_龙虾USDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,龙虾USDT,Bitget,0.232727,0.234179,0.232727,0.233993
Bitget_ETCUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,ETCUSDT,Bitget,8.36,8.36,8.318,8.325
Bitget_SOLUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,SOLUSDT,Bitget,108.35,108.383,108.232,108.26
Bitget_FILUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,FILUSDT,Bitget,0.9542,0.9563,0.9531,0.9539
Bitget_SPYUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,SPYUSDT,Bitget,762.7,762.7,762.7,762.7
Bitget_MUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,MUSDT,Bitget,1.3745,1.3765,1.3608,1.3608
Bitget_XRPUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,XRPUSDT,Bitget,1.3824,1.3849,1.3821,1.3826
Bitget_ZKUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,ZKUSDT,Bitget,0.0121,0.0121,0.01205,0.01206
Bitget_BTCUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,BTCUSDT,Bitget,80432.8,80465.3,80430.7,80433.4
Bitget_ATOMUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,ATOMUSDT,Bitget,1.696,1.6984,1.6945,1.6974
Bitget_CAPUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,CAPUSDT,Bitget,0.04491,0.04492,0.04481,0.04481
Bitget_GRAMUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,GRAMUSDT,Bitget,1.369,1.3714,1.3689,1.371
Bitget_ICPUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,ICPUSDT,Bitget,2.793,2.793,2.786,2.786
Bitget_ONDOUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,ONDOUSDT,Bitget,0.4087,0.4099,0.4076,0.4079
Bitget_ORCLUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,ORCLUSDT,Bitget,146.23,146.23,146.23,146.23
Bitget_B2USDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,B2USDT,Bitget,0.4828,0.4842,0.4758,0.4787
Bitget_TUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,TUSDT,Bitget,0.005164,0.005171,0.005131,0.005136
Bitget_HOMEUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,HOMEUSDT,Bitget,0.006322,0.006322,0.0063,0.0063
Bitget_KORUUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,KORUUSDT,Bitget,19.766,19.774,19.755,19.755
Bitget_ATHUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,ATHUSDT,Bitget,0.005168,0.005168,0.005156,0.005156
Bitget_LABUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,LABUSDT,Bitget,0.0532,0.0532,0.053,0.053
Bitget_AEROUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,AEROUSDT,Bitget,0.6512,0.6518,0.6501,0.6508
Bitget_LDOUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,LDOUSDT,Bitget,0.4055,0.4056,0.4042,0.4042
Bitget_CYSUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,CYSUSDT,Bitget,0.15871,0.15942,0.15816,0.15924
Bitget_GUNUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,GUNUSDT,Bitget,0.003338,0.00343,0.003338,0.003405
Bitget_LTCUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,LTCUSDT,Bitget,56.95,56.98,56.89,56.9
Bitget_MRNAUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,MRNAUSDT,Bitget,154.04,154.04,153.98,153.98
Bitget_SYNUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,SYNUSDT,Bitget,0.22268,0.22268,0.21141,0.21896
Bitget_STRKUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,STRKUSDT,Bitget,0.046294,0.046294,0.045811,0.045855
Bitget_POWERUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,POWERUSDT,Bitget,0.12263,0.12324,0.12166,0.12201
Bitget_VVVUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,VVVUSDT,Bitget,27.74,27.75,27.527,27.729
Bitget_BLESSUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,BLESSUSDT,Bitget,0.009127,0.009127,0.009107,0.009107
Bitget_MEGAUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,MEGAUSDT,Bitget,0.04112,0.04112,0.04112,0.04112
Bitget_SNXXUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,SNXXUSDT,Bitget,17.443,17.443,17.429,17.429
Bitget_SNDKUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,SNDKUSDT,Bitget,1765.5,1765.5,1764.14,1764.14
Bitget_ONGUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,ONGUSDT,Bitget,0.08565,0.08608,0.08563,0.08563
Bitget_DOTUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,DOTUSDT,Bitget,1.102,1.103,1.101,1.103
Bitget_MYXUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,MYXUSDT,Bitget,0.08033,0.08037,0.07958,0.07958
Bitget_BTWUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,BTWUSDT,Bitget,0.627299,0.629052,0.626101,0.629052
Bitget_MUUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,MUUSDT,Bitget,1005.03,1005.12,1004.77,1004.96
Bitget_XAGUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,XAGUSDT,Bitget,66.49,66.54,66.49,66.53
Bitget_IOSTUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,IOSTUSDT,Bitget,0.0008558,0.0008603,0.0008558,0.0008601
Bitget_MARSCOINUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,MARSCOINUSDT,Bitget,0.09749,0.09775,0.09738,0.09764
Bitget_1000BONKUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,1000BONKUSDT,Bitget,0.00298,0.002985,0.002976,0.002981
Bitget_MAGMAUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,MAGMAUSDT,Bitget,0.23074,0.23131,0.23039,0.23073
Bitget_ZILUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,ZILUSDT,Bitget,0.003911,0.003922,0.003854,0.003859
Bitget_JUPUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,JUPUSDT,Bitget,0.2715,0.2715,0.2707,0.2707
Bitget_PHAUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,PHAUSDT,Bitget,0.03571,0.03581,0.03571,0.03574
Bitget_XPLUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,XPLUSDT,Bitget,0.09057,0.09058,0.09012,0.09012
Bitget_OPENAIUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,OPENAIUSDT,Bitget,1545.69,1545.69,1545.69,1545.69
Bitget_XAUUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,XAUUSDT,Bitget,4379.57,4379.57,4379.05,4379.31
Bitget_CSOPSK2LHKDUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,CSOPSK2LHKDUSDT,Bitget,43.491,43.491,43.465,43.484
Bitget_CELRUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,CELRUSDT,Bitget,0.004365,0.004373,0.004154,0.004219
Bitget_USELESSUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,USELESSUSDT,Bitget,0.2534,0.25366,0.25187,0.25211
Bitget_ZAMAUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,ZAMAUSDT,Bitget,0.08515,0.08585,0.08198,0.08286
Bitget_NEARUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,NEARUSDT,Bitget,3.5449,3.5449,3.5268,3.5376
Bitget_DRAMUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,DRAMUSDT,Bitget,59.25,59.25,59.2,59.21
Bitget_XAUTUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,XAUTUSDT,Bitget,4371.58,4371.58,4371.58,4371.58
Bitget_ZENUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,ZENUSDT,Bitget,7.654,7.66,7.648,7.648
Bitget_BANKUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,BANKUSDT,Bitget,0.03399,0.03432,0.03382,0.03402
Bitget_SKHYUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,SKHYUSDT,Bitget,186.43,186.43,186.27,186.27
Bitget_AGLDUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,AGLDUSDT,Bitget,0.196,0.1964,0.1952,0.1953
Bitget_XTZUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,XTZUSDT,Bitget,0.3495,0.3504,0.3495,0.3504
Bitget_USUALUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,USUALUSDT,Bitget,0.01307,0.01308,0.01305,0.01305
Bitget_CRVUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,CRVUSDT,Bitget,0.3321,0.3329,0.3321,0.3328
Bitget_BERAUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,BERAUSDT,Bitget,0.2082,0.2082,0.2065,0.2072
Bitget_TIAUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,TIAUSDT,Bitget,0.4172,0.4177,0.4161,0.4161
Bitget_CAKEUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,CAKEUSDT,Bitget,2.4414,2.4445,2.4392,2.4427
Bitget_SUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,SUSDT,Bitget,0.03506,0.03519,0.035,0.03514
Bitget_AINUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,AINUSDT,Bitget,0.02105,0.02115,0.02099,0.02107
Bitget_SPCXUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,SPCXUSDT,Bitget,152.7,152.7,152.7,152.7
Bitget_ARBUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,ARBUSDT,Bitget,0.213,0.213,0.2121,0.2126
Bitget_JTOUSDT_2026-09-20T09:55:00+00:00,2026-09-20T09:55:00+00:00,2026-09-20T10:00:00+00:00,JTOUSDT,Bitget,0.5022,0.5038,0.5012,0.5012
