id,timestamp,symbol,provider,direction,score,v2_score,confidence,strategy_version,location_15m,reversal_5m,exhaustion_15m,base_15m,structure_shift_5m,reversal_trigger_5m,early_reversal_score,entry,stop,target,risk_pct,reward_r
Bitget_2026-09-20T19:26:01.109311+00:00_SPKUSDT_SHORT_0.02136,2026-09-20T19:26:01.109311+00:00,SPKUSDT,Bitget,SHORT,0.0,0.0,80.0,legacy,1.0,0.5,1.0,0.0,1.0,1.0,0.8,0.02136,0.021664142857,0.01986,1.5369,4.5
Bitget_2026-09-20T19:26:02.090565+00:00_STXUSDT_SHORT_0.3169,2026-09-20T19:26:02.090565+00:00,STXUSDT,Bitget,SHORT,0.0,0.0,80.0,legacy,1.0,0.5,1.0,0.0,1.0,1.0,0.8,0.3169,0.318368571429,0.3057,0.5166,6.74
Bitget_2026-09-20T19:26:02.575040+00:00_TAOUSDT_SHORT_261.47,2026-09-20T19:26:02.575040+00:00,TAOUSDT,Bitget,SHORT,0.0,0.0,87.5,legacy,1.0,0.5,0.5,1.0,1.0,1.0,0.875,261.47,263.88,249.16,1.0173,4.53
Bitget_2026-09-20T19:26:05.358402+00:00_VIRTUALUSDT_SHORT_0.6712,2026-09-20T19:26:05.358402+00:00,VIRTUALUSDT,Bitget,SHORT,0.0,0.0,80.0,legacy,1.0,0.5,1.0,0.0,1.0,1.0,0.8,0.6712,0.676927142857,0.6387,0.9467,5.02
Bitget_2026-09-20T21:41:28.596934+00:00_TUTUSDT_SHORT_0.02163,2026-09-20T21:41:28.596934+00:00,TUTUSDT,Bitget,SHORT,0.0,0.0,80.0,legacy,1.0,0.5,1.0,0.0,1.0,1.0,0.8,0.02163,0.021868857143,0.02092,1.1915,2.68
Bitget_2026-09-20T23:30:36.469563+00:00_CETUSUSDT_SHORT_0.0258,2026-09-20T23:30:36.469563+00:00,CETUSUSDT,Bitget,SHORT,0.0,0.0,81.2,legacy,1.0,0.5,1.0,1.0,0.0,0.75,0.8125,0.0258,0.025885,0.02357,0.3876,22.15
Bitget_2026-09-20T23:31:04.566098+00:00_龙虾USDT_SHORT_0.241786,2026-09-20T23:31:04.566098+00:00,龙虾USDT,Bitget,SHORT,0.0,0.0,85.0,legacy,1.0,1.0,1.0,1.0,0.0,1.0,0.85,0.241786,0.243168485714,0.218424,0.7329,12.96
Bitget_2026-09-21T02:12:23.099114+00:00_FFUSDT_LONG_0.13329,2026-09-21T02:12:23.099114+00:00,FFUSDT,Bitget,LONG,0.0,0.0,85.0,legacy,1.0,1.0,1.0,1.0,0.0,1.0,0.85,0.13329,0.132620142857,0.18449,0.6825,56.02
Bitget_2026-09-21T02:12:35.275813+00:00_PROMUSDT_LONG_4.9247,2026-09-21T02:12:35.275813+00:00,PROMUSDT,Bitget,LONG,0.0,0.0,80.0,legacy,1.0,0.5,1.0,0.0,1.0,1.0,0.8,4.9247,4.88627,5.0496,0.8398,2.95
Bitget_2026-09-21T02:35:01.066678+00:00_BANKUSDT_SHORT_0.03326,2026-09-21T02:35:01.066678+00:00,BANKUSDT,Bitget,SHORT,0.0,0.0,81.2,legacy,1.0,0.5,1.0,1.0,0.0,0.75,0.8125,0.03326,0.033480142857,0.03253,0.7826,2.65
Bitget_2026-09-21T03:53:49.100512+00:00_CHIPUSDT_LONG_0.04254,2026-09-21T03:53:49.100512+00:00,CHIPUSDT,Bitget,LONG,0.0,0.0,87.5,legacy,1.0,0.5,0.5,1.0,1.0,1.0,0.875,0.04254,0.042162,0.04357,0.9544,2.47
Bitget_2026-09-21T03:54:04.635745+00:00_PIEVERSEUSDT_SHORT_1.72487,2026-09-21T03:54:04.635745+00:00,PIEVERSEUSDT,Bitget,SHORT,0.0,0.0,87.5,legacy,1.0,0.5,0.5,1.0,1.0,1.0,0.875,1.72487,1.752581,1.57133,1.7452,5.02
Bitget_2026-09-21T03:54:16.801675+00:00_ZENUSDT_LONG_7.795,2026-09-21T03:54:16.801675+00:00,ZENUSDT,Bitget,LONG,0.0,0.0,80.0,legacy,1.0,0.5,1.0,0.0,1.0,1.0,0.8,7.795,7.714542857143,8.161,1.115,4.14
Bitget_2026-09-21T03:54:17.984694+00:00_ZROUSDT_LONG_1.1592,2026-09-21T03:54:17.984694+00:00,ZROUSDT,Bitget,LONG,0.0,0.0,87.5,legacy,1.0,0.5,0.5,1.0,1.0,1.0,0.875,1.1592,1.147518571429,1.2188,1.0838,4.67
Bitget_2026-09-21T05:45:48.100169+00:00_AKTUSDT_SHORT_0.5938,2026-09-21T05:45:48.100169+00:00,AKTUSDT,Bitget,SHORT,0.0,0.0,100.0,legacy,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5938,0.599658571429,0.573,1.047,3.29
Bitget_2026-09-21T05:45:57.552316+00:00_ENSOUSDT_LONG_0.9982,2026-09-21T05:45:57.552316+00:00,ENSOUSDT,Bitget,LONG,0.0,0.0,81.2,legacy,1.0,0.5,1.0,1.0,0.0,0.75,0.8125,0.9982,0.991151428571,1.026,0.7611,3.59
Bitget_2026-09-21T05:46:04.017954+00:00_MARSCOINUSDT_SHORT_0.10259,2026-09-21T05:46:04.017954+00:00,MARSCOINUSDT,Bitget,SHORT,0.0,0.0,85.0,legacy,1.0,1.0,1.0,1.0,0.0,1.0,0.85,0.10259,0.103211,0.09945,0.811,3.52
Bitget_2026-09-21T05:46:05.711976+00:00_MORPHOUSDT_SHORT_2.7864,2026-09-21T05:46:05.711976+00:00,MORPHOUSDT,Bitget,SHORT,0.0,0.0,80.0,legacy,1.0,0.5,1.0,0.0,1.0,1.0,0.8,2.7864,2.817961428571,2.6947,1.2282,2.6
Bitget_2026-09-21T05:46:08.473156+00:00_ORDIUSDT_SHORT_4.665,2026-09-21T05:46:08.473156+00:00,ORDIUSDT,Bitget,SHORT,0.0,0.0,100.0,legacy,1.0,0.5,1.0,1.0,1.0,1.0,1.0,4.665,4.703442857143,4.538,0.9193,2.86
Bitget_2026-09-21T05:46:13.521218+00:00_STGUSDT_LONG_0.1224,2026-09-21T05:46:13.521218+00:00,STGUSDT,Bitget,LONG,0.0,0.0,87.5,legacy,1.0,0.5,0.5,1.0,1.0,1.0,0.875,0.1224,0.121217142857,0.125,1.0341,1.99
Bitget_2026-09-21T06:36:31.980206+00:00_ARKUSDT_LONG_0.1485,2026-09-21T06:36:31.980206+00:00,ARKUSDT,Bitget,LONG,0.0,0.0,81.2,legacy,1.0,0.5,1.0,1.0,0.0,0.75,0.8125,0.1485,0.147825714286,0.1527,0.5041,5.51
Bitget_2026-09-21T06:36:33.294204+00:00_AVNTUSDT_SHORT_0.11507,2026-09-21T06:36:33.294204+00:00,AVNTUSDT,Bitget,SHORT,0.0,0.0,80.0,legacy,1.0,0.5,1.0,0.0,1.0,1.0,0.8,0.11507,0.116707142857,0.10834,1.5245,3.77
Bitget_2026-09-21T06:36:35.296613+00:00_CAKEUSDT_LONG_2.5388,2026-09-21T06:36:35.296613+00:00,CAKEUSDT,Bitget,LONG,0.0,0.0,80.0,legacy,1.0,0.5,1.0,0.0,1.0,1.0,0.8,2.5388,2.509781428571,2.6127,1.2107,2.35
Bitget_2026-09-21T06:36:39.841110+00:00_ENSOUSDT_LONG_1.0042,2026-09-21T06:36:39.841110+00:00,ENSOUSDT,Bitget,LONG,0.0,0.0,100.0,legacy,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0042,0.99552,1.0535,0.9022,5.4
Bitget_2026-09-21T06:36:42.699740+00:00_GRAMUSDT_SHORT_1.4027,2026-09-21T06:36:42.699740+00:00,GRAMUSDT,Bitget,SHORT,0.0,0.0,81.2,legacy,1.0,0.5,1.0,1.0,0.0,0.75,0.8125,1.4027,1.405791428571,1.3828,0.2554,5.42
Bitget_2026-09-21T08:08:33.834741+00:00_FFUSDT_LONG_0.12819,2026-09-21T08:08:33.834741+00:00,FFUSDT,Bitget,LONG,0.0,0.0,87.5,legacy,1.0,0.5,0.5,1.0,1.0,1.0,0.875,0.12819,0.126681428571,0.13787,1.2615,5.92
Bitget_2026-09-21T08:08:46.225349+00:00_PROVEUSDT_LONG_0.2352,2026-09-21T08:08:46.225349+00:00,PROVEUSDT,Bitget,LONG,0.0,0.0,100.0,legacy,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.2352,0.233338571429,0.2466,0.9026,5.25
Bitget_2026-09-21T08:08:49.245393+00:00_STRKUSDT_LONG_0.048029,2026-09-21T08:08:49.245393+00:00,STRKUSDT,Bitget,LONG,0.0,0.0,80.0,legacy,1.0,0.5,1.0,0.0,1.0,1.0,0.8,0.048029,0.047450842857,0.0499,1.3394,2.81
Bitget_2026-09-21T08:08:54.814731+00:00_ZECUSDT_LONG_1491.4,2026-09-21T08:08:54.814731+00:00,ZECUSDT,Bitget,LONG,0.0,0.0,80.0,legacy,1.0,0.5,1.0,0.0,1.0,1.0,0.8,1491.4,1479.881,1542.0,0.8474,3.92
Bitget_2026-09-21T08:08:55.882191+00:00_龙虾USDT_SHORT_0.277687,2026-09-21T08:08:55.882191+00:00,龙虾USDT,Bitget,SHORT,0.0,0.0,85.0,legacy,1.0,1.0,1.0,1.0,0.0,1.0,0.85,0.277687,0.279499357143,0.266515,0.9085,4.15
Bitget_2026-09-21T08:41:20.853025+00:00_GRASSUSDT_SHORT_0.36821,2026-09-21T08:41:20.853025+00:00,GRASSUSDT,Bitget,SHORT,0.0,0.0,85.0,legacy,1.0,1.0,1.0,1.0,0.0,1.0,0.85,0.36821,0.369319285714,0.36053,0.3554,5.72
Bitget_2026-09-21T08:41:23.395156+00:00_INXUSDT_SHORT_0.00631,2026-09-21T08:41:23.395156+00:00,INXUSDT,Bitget,SHORT,0.0,0.0,81.2,legacy,1.0,0.5,1.0,1.0,0.0,0.75,0.8125,0.00631,0.006353157143,0.006098,0.734,4.51
Bitget_2026-09-21T08:41:33.177268+00:00_PROVEUSDT_LONG_0.2384,2026-09-21T08:41:33.177268+00:00,PROVEUSDT,Bitget,LONG,0.0,0.0,87.5,legacy,1.0,0.5,0.5,1.0,1.0,1.0,0.875,0.2384,0.23441,0.252,1.7534,3.21
Bitget_2026-09-21T08:41:34.199149+00:00_RENDERUSDT_SHORT_1.7677,2026-09-21T08:41:34.199149+00:00,RENDERUSDT,Bitget,SHORT,0.0,0.0,80.0,legacy,1.0,0.5,1.0,0.0,1.0,1.0,0.8,1.7677,1.787405714286,1.677,1.2509,3.99
Bitget_2026-09-21T09:52:18.503560+00:00_ARXUSDT_SHORT_0.19983,2026-09-21T09:52:18.503560+00:00,ARXUSDT,Bitget,SHORT,0.0,0.0,80.0,legacy,1.0,0.5,1.0,0.0,1.0,1.0,0.8,0.19983,0.203216428571,0.18865,1.818,3.01
Bitget_2026-09-21T09:52:23.352112+00:00_CFXUSDT_SHORT_0.05413,2026-09-21T09:52:23.352112+00:00,CFXUSDT,Bitget,SHORT,0.0,0.0,80.0,legacy,1.0,0.5,1.0,0.0,1.0,1.0,0.8,0.05413,0.054672428571,0.05257,1.0805,2.59
Bitget_2026-09-21T09:52:25.795438+00:00_DOTUSDT_SHORT_1.177,2026-09-21T09:52:25.795438+00:00,DOTUSDT,Bitget,SHORT,0.0,0.0,80.0,legacy,1.0,0.5,1.0,0.0,1.0,1.0,0.8,1.177,1.192314285714,1.14,1.4128,2.15
Bitget_2026-09-21T09:52:31.162163+00:00_HYPEUSDT_SHORT_95.196,2026-09-21T09:52:31.162163+00:00,HYPEUSDT,Bitget,SHORT,0.0,0.0,80.0,legacy,1.0,0.5,1.0,0.0,1.0,1.0,0.8,95.196,96.036042857143,92.929,0.9623,2.39
Bitget_2026-09-21T09:52:36.534684+00:00_MOODENGUSDT_SHORT_0.04671,2026-09-21T09:52:36.534684+00:00,MOODENGUSDT,Bitget,SHORT,0.0,0.0,80.0,legacy,1.0,0.5,1.0,0.0,1.0,1.0,0.8,0.04671,0.047550857143,0.04405,1.9305,2.88
Bitget_2026-09-21T09:52:38.554154+00:00_ORDIUSDT_SHORT_4.834,2026-09-21T09:52:38.554154+00:00,ORDIUSDT,Bitget,SHORT,0.0,0.0,80.0,legacy,1.0,0.5,1.0,0.0,1.0,1.0,0.8,4.834,4.902571428571,4.576,1.5338,3.4
Bitget_2026-09-21T09:52:38.779133+00:00_PENDLEUSDT_SHORT_2.7366,2026-09-21T09:52:38.779133+00:00,PENDLEUSDT,Bitget,SHORT,0.0,0.0,80.0,legacy,1.0,0.5,1.0,0.0,1.0,1.0,0.8,2.7366,2.773621428571,2.648,1.4596,2.15
Bitget_2026-09-21T09:52:39.630302+00:00_PLUMEUSDT_SHORT_0.01463,2026-09-21T09:52:39.630302+00:00,PLUMEUSDT,Bitget,SHORT,0.0,0.0,80.0,legacy,1.0,0.5,1.0,0.0,1.0,1.0,0.8,0.01463,0.014816428571,0.01388,1.3866,3.62
Bitget_2026-09-21T09:52:40.727672+00:00_PROMUSDT_SHORT_4.9744,2026-09-21T09:52:40.727672+00:00,PROMUSDT,Bitget,SHORT,0.0,0.0,80.0,legacy,1.0,0.5,1.0,0.0,1.0,1.0,0.8,4.9744,5.018365714286,4.8609,0.9656,2.28
Bitget_2026-09-21T09:52:40.790032+00:00_PUMPUSDT_SHORT_0.004426,2026-09-21T09:52:40.790032+00:00,PUMPUSDT,Bitget,SHORT,0.0,0.0,80.0,legacy,1.0,0.5,1.0,0.0,1.0,1.0,0.8,0.004426,0.004489442857,0.004268,1.5564,2.21
Bitget_2026-09-21T09:52:41.063972+00:00_PYTHUSDT_SHORT_0.06377,2026-09-21T09:52:41.063972+00:00,PYTHUSDT,Bitget,SHORT,0.0,0.0,80.0,legacy,1.0,0.5,1.0,0.0,1.0,1.0,0.8,0.06377,0.064888,0.06053,1.8755,2.64
Bitget_2026-09-21T09:52:43.217865+00:00_SPXUSDT_SHORT_0.5084,2026-09-21T09:52:43.217865+00:00,SPXUSDT,Bitget,SHORT,0.0,0.0,80.0,legacy,1.0,0.5,1.0,0.0,1.0,1.0,0.8,0.5084,0.515972857143,0.472,1.6219,4.33
Bitget_2026-09-21T09:52:44.430529+00:00_SYRUPUSDT_SHORT_0.2326,2026-09-21T09:52:44.430529+00:00,SYRUPUSDT,Bitget,SHORT,0.0,0.0,80.0,legacy,1.0,0.5,1.0,0.0,1.0,1.0,0.8,0.2326,0.234768571429,0.2203,1.0048,5.19
Bitget_2026-09-21T09:52:45.565379+00:00_TRUMPUSDT_SHORT_2.139,2026-09-21T09:52:45.565379+00:00,TRUMPUSDT,Bitget,SHORT,0.0,0.0,80.0,legacy,1.0,0.5,1.0,0.0,1.0,1.0,0.8,2.139,2.174671428571,2.062,1.7926,1.94
Bitget_2026-09-21T09:52:47.652482+00:00_VETUSDT_SHORT_0.008678,2026-09-21T09:52:47.652482+00:00,VETUSDT,Bitget,SHORT,0.0,0.0,80.0,legacy,1.0,0.5,1.0,0.0,1.0,1.0,0.8,0.008678,0.0088165,0.008294,1.6824,2.58
Bitget_2026-09-21T09:52:47.804973+00:00_VIRTUALUSDT_SHORT_0.6985,2026-09-21T09:52:47.804973+00:00,VIRTUALUSDT,Bitget,SHORT,0.0,0.0,80.0,legacy,1.0,0.5,1.0,0.0,1.0,1.0,0.8,0.6985,0.70609,0.6779,1.1711,2.45
Bitget_2026-09-21T09:52:47.818280+00:00_VTHOUSDT_SHORT_0.000668,2026-09-21T09:52:47.818280+00:00,VTHOUSDT,Bitget,SHORT,0.0,0.0,80.0,legacy,1.0,0.5,1.0,0.0,1.0,1.0,0.8,0.000668,0.00067753,0.0006398,1.5359,2.68
Bitget_2026-09-21T09:52:51.158485+00:00_ZROUSDT_SHORT_1.2075,2026-09-21T09:52:51.158485+00:00,ZROUSDT,Bitget,SHORT,0.0,0.0,85.0,legacy,1.0,1.0,1.0,1.0,0.0,1.0,0.85,1.2075,1.216881428571,1.1465,0.9079,5.42
Bitget_2026-09-21T10:25:21.090863+00:00_BERAUSDT_SHORT_0.2274,2026-09-21T10:25:21.090863+00:00,BERAUSDT,Bitget,SHORT,0.0,0.0,81.2,scalp-structure-v1,1.0,0.5,1.0,1.0,0.0,0.75,0.8125,0.2274,0.228095714286,0.2221,0.392,5.73
Bitget_2026-09-21T10:25:36.015486+00:00_MORPHOUSDT_SHORT_2.797,2026-09-21T10:25:36.015486+00:00,MORPHOUSDT,Bitget,SHORT,0.0,0.0,80.0,scalp-structure-v1,1.0,0.5,1.0,0.0,1.0,1.0,0.8,2.797,2.81831,2.7374,0.8659,2.34
Bitget_2026-09-21T10:25:44.914675+00:00_UBUSDT_SHORT_0.13943,2026-09-21T10:25:44.914675+00:00,UBUSDT,Bitget,SHORT,0.0,0.0,87.5,scalp-structure-v1,1.0,0.5,0.5,1.0,1.0,1.0,0.875,0.13943,0.141636428571,0.13068,1.7018,3.62
Bitget_2026-09-21T10:46:36.584794+00:00_ARXUSDT_SHORT_0.19941,2026-09-21T10:46:36.584794+00:00,ARXUSDT,Bitget,SHORT,0.0,0.0,80.0,scalp-structure-v1,1.0,0.5,1.0,0.0,1.0,1.0,0.8,0.19941,0.201386571429,0.18865,1.0798,4.92
Bitget_2026-09-21T10:46:38.587887+00:00_BERAUSDT_SHORT_0.227,2026-09-21T10:46:38.587887+00:00,BERAUSDT,Bitget,SHORT,0.0,0.0,80.0,scalp-structure-v1,1.0,0.5,1.0,0.0,1.0,1.0,0.8,0.227,0.229394285714,0.2196,1.1403,2.78
Bitget_2026-09-21T10:46:39.300361+00:00_BRETTUSDT_SHORT_0.0056,2026-09-21T10:46:39.300361+00:00,BRETTUSDT,Bitget,SHORT,0.0,0.0,80.0,scalp-structure-v1,1.0,0.5,1.0,0.0,1.0,1.0,0.8,0.0056,0.005650271429,0.005372,1.0097,3.92
Bitget_2026-09-21T10:46:40.782004+00:00_CAPUSDT_SHORT_0.04563,2026-09-21T10:46:40.782004+00:00,CAPUSDT,Bitget,SHORT,0.0,0.0,81.2,scalp-structure-v1,1.0,0.5,1.0,1.0,0.0,0.75,0.8125,0.04563,0.045866,0.04403,0.5961,5.75
Bitget_2026-09-21T10:46:43.541715+00:00_DEEPUSDT_SHORT_0.01922,2026-09-21T10:46:43.541715+00:00,DEEPUSDT,Bitget,SHORT,0.0,0.0,80.0,scalp-structure-v1,1.0,0.5,1.0,0.0,1.0,1.0,0.8,0.01922,0.019442,0.01839,1.2695,3.31
Bitget_2026-09-21T10:46:44.585688+00:00_EGLDUSDT_SHORT_4.219,2026-09-21T10:46:44.585688+00:00,EGLDUSDT,Bitget,SHORT,0.0,0.0,85.0,scalp-structure-v1,1.0,1.0,1.0,1.0,0.0,1.0,0.85,4.219,4.2372,4.082,0.5783,5.36
Bitget_2026-09-21T10:46:47.580454+00:00_GRASSUSDT_SHORT_0.36993,2026-09-21T10:46:47.580454+00:00,GRASSUSDT,Bitget,SHORT,0.0,0.0,80.0,scalp-structure-v1,1.0,0.5,1.0,0.0,1.0,1.0,0.8,0.36993,0.371857857143,0.35986,0.5881,4.51
Bitget_2026-09-21T10:47:00.669314+00:00_SPKUSDT_SHORT_0.02181,2026-09-21T10:47:00.669314+00:00,SPKUSDT,Bitget,SHORT,0.0,0.0,80.0,scalp-structure-v1,1.0,0.5,1.0,0.0,1.0,1.0,0.8,0.02181,0.022055,0.02088,1.1921,3.52
Bitget_2026-09-21T10:47:02.725747+00:00_TRBUSDT_SHORT_19.004,2026-09-21T10:47:02.725747+00:00,TRBUSDT,Bitget,SHORT,0.0,0.0,80.0,scalp-structure-v1,1.0,0.5,1.0,0.0,1.0,1.0,0.8,19.004,19.245728571429,17.942,1.3916,3.93
Bitget_2026-09-21T11:47:56.265042+00:00_ASTERUSDT_SHORT_0.7639,2026-09-21T11:47:56.265042+00:00,ASTERUSDT,Bitget,SHORT,0.0,0.0,81.2,scalp-structure-v1,1.0,0.5,1.0,1.0,0.0,0.75,0.8125,0.7639,0.76598,0.7547,0.322,3.59
Bitget_2026-09-21T11:47:57.407820+00:00_AXSUSDT_SHORT_1.066,2026-09-21T11:47:57.407820+00:00,AXSUSDT,Bitget,SHORT,0.0,0.0,81.2,scalp-structure-v1,1.0,0.5,1.0,1.0,0.0,0.75,0.8125,1.066,1.072557142857,1.042,0.6674,3.3
Bitget_2026-09-21T11:48:01.164719+00:00_CHZUSDT_SHORT_0.01576,2026-09-21T11:48:01.164719+00:00,CHZUSDT,Bitget,SHORT,0.0,0.0,81.2,scalp-structure-v1,1.0,0.5,1.0,1.0,0.0,0.75,0.8125,0.01576,0.015826142857,0.01553,0.4587,3.1
Bitget_2026-09-21T11:48:02.414880+00:00_CTSIUSDT_SHORT_0.02958,2026-09-21T11:48:02.414880+00:00,CTSIUSDT,Bitget,SHORT,0.0,0.0,87.5,scalp-structure-v1,1.0,0.5,0.5,1.0,1.0,1.0,0.875,0.02958,0.029816428571,0.02881,0.8548,2.98
Bitget_2026-09-21T11:48:06.339181+00:00_FFUSDT_LONG_0.12735,2026-09-21T11:48:06.339181+00:00,FFUSDT,Bitget,LONG,0.0,0.0,81.2,scalp-structure-v1,1.0,0.5,1.0,1.0,0.0,0.75,0.8125,0.12735,0.126729,0.13031,0.5512,4.1
Bitget_2026-09-21T11:48:13.271785+00:00_MANTAUSDT_SHORT_0.07146,2026-09-21T11:48:13.271785+00:00,MANTAUSDT,Bitget,SHORT,0.0,0.0,80.0,scalp-structure-v1,1.0,0.5,1.0,0.0,1.0,1.0,0.8,0.07146,0.072048428571,0.06905,0.8772,3.78
Bitget_2026-09-21T11:48:21.923724+00:00_STRKUSDT_LONG_0.047062,2026-09-21T11:48:21.923724+00:00,STRKUSDT,Bitget,LONG,0.0,0.0,85.0,scalp-structure-v1,1.0,1.0,1.0,1.0,0.0,1.0,0.85,0.047062,0.046816228571,0.048769,0.6514,5.37
Bitget_2026-09-21T11:48:22.023900+00:00_STXUSDT_SHORT_0.3337,2026-09-21T11:48:22.023900+00:00,STXUSDT,Bitget,SHORT,0.0,0.0,81.2,scalp-structure-v1,1.0,0.5,1.0,1.0,0.0,0.75,0.8125,0.3337,0.334392857143,0.3306,0.2654,3.28
Bitget_2026-09-21T11:48:26.207200+00:00_WIFUSDT_SHORT_0.2168,2026-09-21T11:48:26.207200+00:00,WIFUSDT,Bitget,SHORT,0.0,0.0,80.0,scalp-structure-v1,1.0,0.5,1.0,0.0,1.0,1.0,0.8,0.2168,0.219072857143,0.2023,1.1742,5.59
Bitget_2026-09-21T11:48:26.579882+00:00_XLMUSDT_SHORT_0.21184,2026-09-21T11:48:26.579882+00:00,XLMUSDT,Bitget,SHORT,0.0,0.0,81.2,scalp-structure-v1,1.0,0.5,1.0,1.0,0.0,0.75,0.8125,0.21184,0.213225428571,0.20653,0.7463,3.24
Bitget_2026-09-21T12:00:45.261115+00:00_1000BONKUSDT_SHORT_0.00324,2026-09-21T12:00:45.261115+00:00,1000BONKUSDT,Bitget,SHORT,0.0,0.0,87.5,scalp-structure-v1,1.0,0.5,0.5,1.0,1.0,1.0,0.875,0.00324,0.003286828571,0.003019,1.5326,4.39
Bitget_2026-09-21T12:00:47.775343+00:00_ARUSDT_LONG_4.74,2026-09-21T12:00:47.775343+00:00,ARUSDT,Bitget,LONG,0.0,0.0,81.2,scalp-structure-v1,1.0,0.5,1.0,1.0,0.0,0.75,0.8125,4.74,4.685714285714,5.089,1.2779,5.66
Bitget_2026-09-21T12:00:49.107677+00:00_AXSUSDT_SHORT_1.062,2026-09-21T12:00:49.107677+00:00,AXSUSDT,Bitget,SHORT,0.0,0.0,100.0,scalp-structure-v1,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.062,1.072528571429,1.016,1.0412,4.11
Bitget_2026-09-21T12:00:49.520168+00:00_BBUSDT_SHORT_0.00886,2026-09-21T12:00:49.520168+00:00,BBUSDT,Bitget,SHORT,0.0,0.0,81.2,scalp-structure-v1,1.0,0.5,1.0,1.0,0.0,0.75,0.8125,0.00886,0.008905857143,0.00855,0.5837,5.88
Bitget_2026-09-21T12:00:53.511667+00:00_CHZUSDT_SHORT_0.01572,2026-09-21T12:00:53.511667+00:00,CHZUSDT,Bitget,SHORT,0.0,0.0,81.2,scalp-structure-v1,1.0,0.5,1.0,1.0,0.0,0.75,0.8125,0.01572,0.015826428571,0.01508,0.7179,5.61
Bitget_2026-09-21T12:00:56.084914+00:00_EDGEUSDT_SHORT_0.6083,2026-09-21T12:00:56.084914+00:00,EDGEUSDT,Bitget,SHORT,0.0,0.0,100.0,scalp-structure-v1,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.6083,0.61496,0.5709,1.2362,4.86
Bitget_2026-09-21T12:00:58.008527+00:00_FARTCOINUSDT_SHORT_0.1812,2026-09-21T12:00:58.008527+00:00,FARTCOINUSDT,Bitget,SHORT,0.0,0.0,87.5,scalp-structure-v1,1.0,0.5,0.5,1.0,1.0,1.0,0.875,0.1812,0.183295714286,0.1696,1.2646,4.98
Bitget_2026-09-21T12:00:59.106872+00:00_GALAUSDT_SHORT_0.002031,2026-09-21T12:00:59.106872+00:00,GALAUSDT,Bitget,SHORT,0.0,0.0,87.5,scalp-structure-v1,1.0,0.5,0.5,1.0,1.0,1.0,0.875,0.002031,0.002045971429,0.00196,0.785,4.39
Bitget_2026-09-21T12:01:03.452446+00:00_KITEUSDT_SHORT_0.12018,2026-09-21T12:01:03.452446+00:00,KITEUSDT,Bitget,SHORT,0.0,0.0,80.0,scalp-structure-v1,1.0,0.5,1.0,0.0,1.0,1.0,0.8,0.12018,0.120948,0.1156,0.679,5.55
Bitget_2026-09-21T12:01:03.991657+00:00_LINKUSDT_SHORT_13.035,2026-09-21T12:01:03.991657+00:00,LINKUSDT,Bitget,SHORT,0.0,0.0,100.0,scalp-structure-v1,1.0,0.5,1.0,1.0,1.0,1.0,1.0,13.035,13.140128571429,12.469,0.8689,4.93
Bitget_2026-09-21T12:01:08.485774+00:00_ONGUSDT_SHORT_0.08829,2026-09-21T12:01:08.485774+00:00,ONGUSDT,Bitget,SHORT,0.0,0.0,80.0,scalp-structure-v1,1.0,0.5,1.0,0.0,1.0,1.0,0.8,0.08829,0.089212714286,0.08509,1.1161,3.18
Bitget_2026-09-21T12:01:12.671251+00:00_RUNEUSDT_SHORT_0.598,2026-09-21T12:01:12.671251+00:00,RUNEUSDT,Bitget,SHORT,0.0,0.0,100.0,scalp-structure-v1,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.598,0.60265,0.5705,0.8361,5.43
Bitget_2026-09-21T12:01:14.603464+00:00_STXUSDT_SHORT_0.332,2026-09-21T12:01:14.603464+00:00,STXUSDT,Bitget,SHORT,0.0,0.0,87.5,scalp-structure-v1,1.0,0.5,0.5,1.0,1.0,1.0,0.875,0.332,0.334405714286,0.3179,0.7866,5.32
Bitget_2026-09-21T12:01:16.787660+00:00_TUTUSDT_SHORT_0.02207,2026-09-21T12:01:16.787660+00:00,TUTUSDT,Bitget,SHORT,0.0,0.0,100.0,scalp-structure-v1,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.02207,0.022341142857,0.02131,1.3244,2.53
Bitget_2026-09-21T12:01:18.093554+00:00_VELVETUSDT_SHORT_0.06208,2026-09-21T12:01:18.093554+00:00,VELVETUSDT,Bitget,SHORT,0.0,0.0,100.0,scalp-structure-v1,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.06208,0.062704285714,0.05821,1.1092,5.53
Bitget_2026-09-21T12:01:19.339769+00:00_XLMUSDT_SHORT_0.21046,2026-09-21T12:01:19.339769+00:00,XLMUSDT,Bitget,SHORT,0.0,0.0,87.5,scalp-structure-v1,1.0,0.5,0.5,1.0,1.0,1.0,0.875,0.21046,0.213232857143,0.19709,1.4139,4.42
