id,timestamp,symbol,direction,baseline_entry,baseline_stop,baseline_target,anchor_40,buffer,planned_entry,entry_improvement_pct,planned_stop,planned_target,risk_pct,reward_r,status,fill_timestamp,outcome,outcome_r,outcome_timestamp,reason
Bitget_2026-09-23T02:34:52.014017+00:00_SXTUSDT_LONG_0.009845,2026-09-23T02:34:52.014017+00:00,SXTUSDT,LONG,0.009845,0.009716157143,0.010209,0.009088,3.42142857143e-06,0.00909142142857,7.654429,0.00908457857143,0.010209,0.075267,163.320459,SKIPPED,,,,,baseline target exceeds maximum 6R geometry
Bitget_2026-09-23T02:58:12.848599+00:00_DASHUSDT_LONG_63.66,2026-09-23T02:58:12.848599+00:00,DASHUSDT,LONG,63.66,62.988,65.24,59.77,0.031,59.801,6.061891,59.739,65.24,0.103677,87.725806,SKIPPED,,,,,baseline target exceeds maximum 6R geometry
Bitget_2026-09-23T03:35:15.664832+00:00_BEATUSDT_LONG_0.0912,2026-09-23T03:35:15.664832+00:00,BEATUSDT,LONG,0.0912,0.090955714286,0.0927,0.0904,2.21428571429e-05,0.0904221428571,0.852914,0.0903778571429,0.0927,0.048977,51.435484,SKIPPED,,,,,baseline target exceeds maximum 6R geometry
Bitget_2026-09-23T03:35:19.671162+00:00_CLANKERUSDT_LONG_14.81,2026-09-23T03:35:19.671162+00:00,CLANKERUSDT,LONG,14.81,14.682285714286,15.21,14.68,0.00385714285714,14.6838571429,0.851741,14.6761428571,15.21,0.052536,68.203704,SKIPPED,,,,,baseline target exceeds maximum 6R geometry
Bitget_2026-09-23T03:35:43.142392+00:00_WALUSDT_LONG_0.03512,2026-09-23T03:35:43.142392+00:00,WALUSDT,LONG,0.03512,0.034872428571,0.03596,0.03489,8.78571428571e-06,0.0348987857143,0.629881,0.034872428571,0.03596,0.075525,40.262872,SKIPPED,,,,,baseline target exceeds maximum 6R geometry
Bitget_2026-09-23T06:03:05.640087+00:00_KITEUSDT_LONG_0.13756,2026-09-23T06:03:05.640087+00:00,KITEUSDT,LONG,0.13756,0.137293428571,0.13973,0.13556,6.12857142857e-05,0.135621285714,1.409359,0.135498714286,0.13973,0.090378,33.520979,SKIPPED,,,,,baseline target exceeds maximum 6R geometry
Bitget_2026-09-23T07:00:10.723527+00:00_RAYUSDT_LONG_1.8205,2026-09-23T07:00:10.723527+00:00,RAYUSDT,LONG,1.8205,1.797362857143,1.9056,1.7902,0.000847142857143,1.79104714286,1.617844,1.78935285714,1.9056,0.094597,67.611298,SKIPPED,,,,,baseline target exceeds maximum 6R geometry
Bitget_2026-09-23T07:43:03.352856+00:00_LABUSDT_LONG_0.0611,2026-09-23T07:43:03.352856+00:00,LABUSDT,LONG,0.0611,0.060865714286,0.0626,0.0603,1.71428571429e-05,0.0603171428571,1.281272,0.0602828571429,0.0626,0.056842,66.583333,SKIPPED,,,,,baseline target exceeds maximum 6R geometry
Bitget_2026-09-23T07:58:54.576644+00:00_LUNAUSDT_LONG_0.0559,2026-09-23T07:58:54.576644+00:00,LUNAUSDT,LONG,0.0559,0.055518714286,0.05706,0.05534,1.56428571429e-05,0.0553556428571,0.973805,0.0553243571429,0.05706,0.056518,54.477169,SKIPPED,,,,,baseline target exceeds maximum 6R geometry
Bitget_2026-09-23T08:15:35.709475+00:00_BSVUSDT_LONG_22.34,2026-09-23T08:15:35.709475+00:00,BSVUSDT,LONG,22.34,22.235,22.93,22.08,0.0125,22.0925,1.107878,22.0675,22.93,0.113161,33.500000,SKIPPED,,,,,baseline target exceeds maximum 6R geometry
Bitget_2026-09-23T08:15:53.342915+00:00_SAHARAUSDT_LONG_0.009992,2026-09-23T08:15:53.342915+00:00,SAHARAUSDT,LONG,0.009992,0.009881828571,0.010245,0.009891,4.58571428571e-06,0.00989558571429,0.964915,0.009881828571,0.010245,0.139023,25.398753,SKIPPED,,,,,baseline target exceeds maximum 6R geometry
Bitget_2026-09-23T09:16:53.622058+00:00_ARBUSDT_LONG_0.2406,2026-09-23T09:16:53.622058+00:00,ARBUSDT,LONG,0.2406,0.237184285714,0.2519,0.2375,0.000153571428571,0.237653571429,1.224617,0.237184285714,0.2519,0.197466,30.357686,SKIPPED,,,,,baseline target exceeds maximum 6R geometry
Bitget_2026-09-23T09:17:02.414362+00:00_ENSUSDT_LONG_7.121,2026-09-23T09:17:02.414362+00:00,ENSUSDT,LONG,7.121,7.031042857143,7.333,7.038,0.00359285714286,7.04159285714,1.115112,7.03104285714,7.333,0.149824,27.621530,SKIPPED,,,,,baseline target exceeds maximum 6R geometry
Bitget_2026-09-23T09:59:55.527818+00:00_BUSDT_LONG_0.2289,2026-09-23T09:59:55.527818+00:00,BUSDT,LONG,0.2289,0.227562857143,0.2362,0.2252,6.85714285714e-05,0.225268571429,1.586469,0.225131428571,0.2362,0.060880,79.708333,SKIPPED,,,,,baseline target exceeds maximum 6R geometry
Bitget_2026-09-23T10:00:08.962627+00:00_NILUSDT_LONG_0.09554,2026-09-23T10:00:08.962627+00:00,NILUSDT,LONG,0.09554,0.094933857143,0.09885,0.09485,0.000179071428571,0.0950290714286,0.534780,0.0946709285714,0.09885,0.376877,10.668728,SKIPPED,,,,,baseline target exceeds maximum 6R geometry
Bitget_2026-09-23T10:33:22.935897+00:00_AAVEUSDT_LONG_148.07,2026-09-23T10:33:22.935897+00:00,AAVEUSDT,LONG,148.07,147.606285714286,151.45,147.6,0.0618571428571,147.661857143,0.275642,147.538142857,151.45,0.083782,30.620092,SKIPPED,,,,,baseline target exceeds maximum 6R geometry
Bitget_2026-09-23T10:33:45.510856+00:00_NILUSDT_LONG_0.09552,2026-09-23T10:33:45.510856+00:00,NILUSDT,LONG,0.09552,0.093998857143,0.10282,0.09431,0.000155571428571,0.0944655714286,1.103883,0.093998857143,0.10282,0.494058,17.900520,SKIPPED,,,,,baseline target exceeds maximum 6R geometry
Bitget_2026-09-23T12:31:00.744230+00:00_ATHUSDT_LONG_0.006025,2026-09-23T12:31:00.744230+00:00,ATHUSDT,LONG,0.006025,0.005945971429,0.006367,0.005916,3.51428571429e-06,0.00591951428571,1.750800,0.00591248571429,0.006367,0.118736,63.666667,SKIPPED,,,,,baseline target exceeds maximum 6R geometry
Bitget_2026-09-23T13:33:08.834205+00:00_UNITASUSDT_LONG_0.3103,2026-09-23T13:33:08.834205+00:00,UNITASUSDT,LONG,0.3103,0.30583,0.3217,0.2808,8.5e-05,0.280885,9.479536,0.280715,0.3217,0.060523,240.088235,SKIPPED,,,,,baseline target exceeds maximum 6R geometry
Bitget_2026-09-23T14:04:33.701565+00:00_0GUSDT_LONG_0.2583,2026-09-23T14:04:33.701565+00:00,0GUSDT,LONG,0.2583,0.25719,0.2666,0.2559,0.000155,0.256055,0.869144,0.255745,0.2666,0.121068,34.016129,SKIPPED,,,,,baseline target exceeds maximum 6R geometry
Bitget_2026-09-23T17:31:53.963477+00:00_FOLKSUSDT_SHORT_2.298,2026-09-23T17:31:53.963477+00:00,FOLKSUSDT,SHORT,2.298,2.318468571429,2.2102,2.3979,0.00132,2.39658,4.289817,2.39922,2.2102,0.110157,70.598485,SKIPPED,,,,,baseline target exceeds maximum 6R geometry
Bitget_2026-09-23T19:43:08.682516+00:00_APRUSDT_LONG_0.14728,2026-09-23T19:43:08.682516+00:00,APRUSDT,LONG,0.14728,0.145995,0.15373,0.14608,5.18571428571e-05,0.146131857143,0.779565,0.145995,0.15373,0.093653,55.518789,SKIPPED,,,,,baseline target exceeds maximum 6R geometry
Bitget_2026-09-23T19:43:15.493301+00:00_CYSUSDT_SHORT_0.16688,2026-09-23T19:43:15.493301+00:00,CYSUSDT,SHORT,0.16688,0.167570714286,0.16282,0.16808,4.72857142857e-05,0.168032714286,0.690744,0.168127285714,0.16282,0.056282,55.119335,SKIPPED,,,,,baseline target exceeds maximum 6R geometry
Bitget_2026-09-24T03:53:19.302275+00:00_GRVTUSDT_LONG_0.1939,2026-09-24T03:53:19.302275+00:00,GRVTUSDT,LONG,0.1939,0.193171571429,0.1954,0.1912,0.000149714285714,0.191349714286,1.315258,0.191050285714,0.1954,0.156482,13.526718,SKIPPED,,,,,baseline target exceeds maximum 6R geometry
Bitget_2026-09-24T05:03:18.519044+00:00_CAPUSDT_LONG_0.04993,2026-09-24T05:03:18.519044+00:00,CAPUSDT,LONG,0.04993,0.049422285714,0.05285,0.04877,3.38571428571e-05,0.0488038571429,2.255443,0.0487361428571,0.05285,0.138748,59.753165,SKIPPED,,,,,baseline target exceeds maximum 6R geometry
Bitget_2026-09-24T05:03:21.822452+00:00_DATAUSDT_LONG_0.2249,2026-09-24T05:03:21.822452+00:00,DATAUSDT,LONG,0.2249,0.222445714286,0.2374,0.2226,7.71428571429e-05,0.222677142857,0.988376,0.222445714286,0.2374,0.103930,63.617284,SKIPPED,,,,,baseline target exceeds maximum 6R geometry
Bitget_2026-09-24T05:06:26.939045+00:00_DATAUSDT_LONG_0.225,2026-09-24T05:06:26.939045+00:00,DATAUSDT,LONG,0.225,0.222454285714,0.2374,0.2226,7.28571428571e-05,0.222672857143,1.034286,0.222454285714,0.2374,0.098158,67.379085,SKIPPED,,,,,baseline target exceeds maximum 6R geometry
Bitget_2026-09-24T07:04:41.837621+00:00_CHILLGUYUSDT_SHORT_0.01294,2026-09-24T07:04:41.837621+00:00,CHILLGUYUSDT,SHORT,0.01294,0.012983285714,0.01269,0.01304,2.588e-06,0.013037412,0.752798,0.013042588,0.01269,0.039701,67.119784,SKIPPED,,,,,baseline target exceeds maximum 6R geometry
Bitget_2026-09-24T07:04:48.095986+00:00_GRAMUSDT_SHORT_1.4268,2026-09-24T07:04:48.095986+00:00,GRAMUSDT,SHORT,1.4268,1.433591428571,1.406,1.4331,0.00028536,1.43281464,0.421548,1.43359142857,1.406,0.054214,34.519869,SKIPPED,,,,,baseline target exceeds maximum 6R geometry
Bitget_2026-09-24T07:04:50.116254+00:00_IOSTUSDT_SHORT_0.0009067,2026-09-24T07:04:50.116254+00:00,IOSTUSDT,SHORT,0.0009067,0.000912551429,0.0008756,0.0009128,2.84285714286e-07,0.000912515714286,0.641415,0.000913084285714,0.0008756,0.062308,64.927136,SKIPPED,,,,,baseline target exceeds maximum 6R geometry
Bitget_2026-09-24T07:04:58.372487+00:00_PNUTUSDT_SHORT_0.05418,2026-09-24T07:04:58.372487+00:00,PNUTUSDT,SHORT,0.05418,0.054564428571,0.05242,0.05463,1.17857142857e-05,0.0546182142857,0.808812,0.0546417857143,0.05242,0.043157,93.257576,SKIPPED,,,,,baseline target exceeds maximum 6R geometry
Bitget_2026-09-24T07:05:00.012386+00:00_REZUSDT_SHORT_0.003835,2026-09-24T07:05:00.012386+00:00,REZUSDT,SHORT,0.003835,0.0038622,0.003676,0.003866,1.19285714286e-06,0.00386480714286,0.777240,0.00386719285714,0.003676,0.061729,79.140719,SKIPPED,,,,,baseline target exceeds maximum 6R geometry
Bitget_2026-09-24T07:05:00.383429+00:00_SANDUSDT_SHORT_0.04054,2026-09-24T07:05:00.383429+00:00,SANDUSDT,SHORT,0.04054,0.040743857143,0.03985,0.04105,8.108e-06,0.041041892,1.238017,0.041058108,0.03985,0.039511,73.500987,SKIPPED,,,,,baseline target exceeds maximum 6R geometry
Bitget_2026-09-24T07:05:02.080427+00:00_SPKUSDT_SHORT_0.02041,2026-09-24T07:05:02.080427+00:00,SPKUSDT,SHORT,0.02041,0.020526571429,0.02008,0.02064,4.082e-06,0.020635918,1.106899,0.020644082,0.02008,0.039562,68.093827,SKIPPED,,,,,baseline target exceeds maximum 6R geometry
Bitget_2026-09-24T07:05:03.559654+00:00_SUSHIUSDT_SHORT_0.2521,2026-09-24T07:05:03.559654+00:00,SUSHIUSDT,SHORT,0.2521,0.253265714286,0.2455,0.2552,5.042e-05,0.25514958,1.209671,0.25525042,0.2455,0.039522,95.691987,SKIPPED,,,,,baseline target exceeds maximum 6R geometry
Bitget_2026-09-24T07:05:08.433699+00:00_ZKUSDT_SHORT_0.01161,2026-09-24T07:05:08.433699+00:00,ZKUSDT,SHORT,0.01161,0.011632571429,0.01148,0.01168,2.322e-06,0.011677678,0.582929,0.011682322,0.01148,0.039768,42.566322,SKIPPED,,,,,baseline target exceeds maximum 6R geometry
