id,timestamp,symbol,provider,price
2026-09-13T17:30:00+00:00_TEMUSDT,2026-09-13T17:30:00+00:00,TEMUSDT,Bitget,58.98
2026-09-13T17:30:00+00:00_AAVEUSDT,2026-09-13T17:30:00+00:00,AAVEUSDT,Bitget,126.82
2026-09-13T17:30:00+00:00_IOTAUSDT,2026-09-13T17:30:00+00:00,IOTAUSDT,Bitget,0.04154
2026-09-13T17:30:00+00:00_LAUSDT,2026-09-13T17:30:00+00:00,LAUSDT,Bitget,0.0651
2026-09-13T17:30:00+00:00_BLESSUSDT,2026-09-13T17:30:00+00:00,BLESSUSDT,Bitget,0.008173
2026-09-13T17:30:00+00:00_AIOUSDT,2026-09-13T17:30:00+00:00,AIOUSDT,Bitget,0.03608
2026-09-13T17:30:00+00:00_ACEUSDT,2026-09-13T17:30:00+00:00,ACEUSDT,Bitget,0.1506
2026-09-13T17:30:00+00:00_GOOGLUSDT,2026-09-13T17:30:00+00:00,GOOGLUSDT,Bitget,337.44
2026-09-13T17:30:00+00:00_ZILUSDT,2026-09-13T17:30:00+00:00,ZILUSDT,Bitget,0.003049
2026-09-13T17:30:00+00:00_DOGEUSDT,2026-09-13T17:30:00+00:00,DOGEUSDT,Bitget,0.08436
2026-09-13T17:30:00+00:00_HIVEUSDT,2026-09-13T17:30:00+00:00,HIVEUSDT,Bitget,0.05047
2026-09-13T17:30:00+00:00_USELESSUSDT,2026-09-13T17:30:00+00:00,USELESSUSDT,Bitget,0.21748
2026-09-13T17:30:00+00:00_PONSUSDT,2026-09-13T17:30:00+00:00,PONSUSDT,Bitget,0.57041
2026-09-13T17:30:00+00:00_WLFIUSDT,2026-09-13T17:30:00+00:00,WLFIUSDT,Bitget,0.05692
2026-09-13T17:30:00+00:00_VETUSDT,2026-09-13T17:30:00+00:00,VETUSDT,Bitget,0.007733
2026-09-13T17:30:00+00:00_MRNAUSDT,2026-09-13T17:30:00+00:00,MRNAUSDT,Bitget,145.33
2026-09-13T17:30:00+00:00_QQQUSDT,2026-09-13T17:30:00+00:00,QQQUSDT,Bitget,709.49
2026-09-13T17:30:00+00:00_DOODUSDT,2026-09-13T17:30:00+00:00,DOODUSDT,Bitget,0.001649
2026-09-13T17:30:00+00:00_OPUSDT,2026-09-13T17:30:00+00:00,OPUSDT,Bitget,0.0978
2026-09-13T17:30:00+00:00_PIUSDT,2026-09-13T17:30:00+00:00,PIUSDT,Bitget,0.0977
2026-09-13T17:30:00+00:00_METAUSDT,2026-09-13T17:30:00+00:00,METAUSDT,Bitget,643.43
2026-09-13T17:30:00+00:00_GLWUSDT,2026-09-13T17:30:00+00:00,GLWUSDT,Bitget,157.3
2026-09-13T17:30:00+00:00_SSPCUSDT,2026-09-13T17:30:00+00:00,SSPCUSDT,Bitget,9.259
2026-09-13T17:30:00+00:00_SPCHUSDT,2026-09-13T17:30:00+00:00,SPCHUSDT,Bitget,9.98
2026-09-13T17:30:00+00:00_ZECUSDT,2026-09-13T17:30:00+00:00,ZECUSDT,Bitget,1107.33
2026-09-13T17:30:00+00:00_TREEUSDT,2026-09-13T17:30:00+00:00,TREEUSDT,Bitget,0.04406
2026-09-13T17:30:00+00:00_NAORISUSDT,2026-09-13T17:30:00+00:00,NAORISUSDT,Bitget,0.0378
