timestamp,rank,symbol,score,long_score,short_score,score_gap_to_70,bias,diagnostic_status,blocker,long_blocker,short_blocker,early_status,early_direction,early_score,early_blocker,early_location,early_exhaustion,early_flow,early_structure,direction,signal,location,exhaustion,flow,reclaim,expansion,long_location,long_exhaustion,long_flow,long_reclaim,long_expansion,short_location,short_exhaustion,short_flow,short_reject,short_expansion,price,range_pos,atr_pct,volume_ratio,taker_ratio,taker_stability,taker_fills,book_ratio,funding,24h_change,selection
2026-09-16T05:58:53.230499+00:00,21,SNXXUSDT,54.3,12.3,54.3,15.7,SHORT,MONITOR SHORT,exhaustion 0.37<0.50; expansion 0.29<0.40,location 0.00<0.60; flow 0.39<0.55; reclaim 0.00<0.25,exhaustion 0.37<0.50; expansion 0.29<0.40,MONITOR SHORT,SHORT,56.1,exhaustion 0.37<0.50,0.8790581103922595,0.3656189104115851,0.6059522190075053,0.272673941100552,NONE,NO SETUP,0.879,0.366,0.606,0.273,0.294,0.0,0.0,0.394,0.0,0.294,0.879,0.366,0.606,0.273,0.294,13.465,0.9540420819490586,1.3463051245841673,0.17858278793889168,0.7454539423907651,0.9200007439191454,500,0.927862375081307,0.000347,-2.78,MONITOR
2026-09-16T05:58:53.230499+00:00,22,SKHYNIXUSDT,53.8,11.5,53.8,16.2,SHORT,MONITOR SHORT,exhaustion 0.36<0.50; expansion 0.15<0.40,location 0.00<0.60; flow 0.34<0.55; reclaim 0.16<0.25,exhaustion 0.36<0.50; expansion 0.15<0.40,MONITOR SHORT,SHORT,57.9,exhaustion 0.36<0.50,0.9034069132682124,0.3615369262370787,0.6640845220572479,0.2584125098970721,NONE,NO SETUP,0.903,0.362,0.664,0.258,0.154,0.0,0.0,0.336,0.162,0.154,0.903,0.362,0.664,0.258,0.154,1276.74,0.9632946270419207,0.7186009471109266,0.3346957129871151,0.6344867368537019,0.8967508399366215,500,3.0564382606674996,0.000326,2.5829999999999997,MONITOR
2026-09-16T05:58:53.230499+00:00,23,CVCUSDT,53.7,53.7,28.4,16.3,LONG,MONITOR LONG,flow 0.52<0.55; reclaim 0.00<0.25; exhaustion 0.48<0.50,flow 0.52<0.55; reclaim 0.00<0.25; exhaustion 0.48<0.50,location 0.00<0.60; flow 0.48<0.55; exhaustion 0.00<0.50,MONITOR LONG,LONG,54.9,exhaustion 0.48<0.50; flow 0.52<0.55; structure 0.00<0.15,1.0,0.4803703751954143,0.5168908365607162,0.0,NONE,NO SETUP,0.0,0.0,0.483,1.0,0.249,1.0,0.48,0.517,0.0,0.249,0.0,0.0,0.483,1.0,0.249,0.02824,0.0,6.0967783339751,0.000869219425007363,1.0479452508275402,0.8905948366059566,500,0.9717762116734799,-0.002669,-11.307,MONITOR
2026-09-16T05:58:53.230499+00:00,24,AMDUSDT,53.6,27.5,53.6,16.4,SHORT,MONITOR SHORT,flow 0.54<0.55; rejection 0.00<0.25; exhaustion 0.44<0.50,location 0.00<0.60; flow 0.46<0.55; exhaustion 0.00<0.50,flow 0.54<0.55; rejection 0.00<0.25; exhaustion 0.44<0.50,MONITOR SHORT,SHORT,54.4,exhaustion 0.44<0.50; flow 0.54<0.55; structure 0.00<0.15,1.0,0.4369346344524294,0.5404742046756894,0.0,NONE,NO SETUP,1.0,0.437,0.54,0.0,0.272,0.0,0.0,0.46,0.946,0.272,1.0,0.437,0.54,0.0,0.272,508.61,1.0,0.4407856714238688,0.04971409668730212,0.893849088001376,0.8536723615771065,500,1.3621866219027112,0.0,3.282,MONITOR
2026-09-16T05:58:53.230499+00:00,25,MUUSDT,53.6,15.9,53.6,16.4,SHORT,MONITOR SHORT,flow 0.52<0.55; rejection 0.12<0.25; exhaustion 0.39<0.50,location 0.00<0.60; flow 0.48<0.55; reclaim 0.07<0.25,flow 0.52<0.55; rejection 0.12<0.25; exhaustion 0.39<0.50,MONITOR SHORT,SHORT,53.6,exhaustion 0.39<0.50; flow 0.52<0.55; structure 0.12<0.15,0.9539142976624291,0.38932974576498336,0.5168756420538969,0.11835153222966349,NONE,NO SETUP,0.954,0.389,0.517,0.118,0.339,0.0,0.0,0.483,0.075,0.339,0.954,0.389,0.517,0.118,0.339,936.81,0.982487433111723,0.6283707512855853,0.09729682771801296,0.9542885262526232,0.9457300111169972,500,1.241062264796442,0.000128,0.661,MONITOR
2026-09-16T05:58:53.230499+00:00,26,KORUUSDT,53.3,15.6,53.3,16.7,SHORT,MONITOR SHORT,flow 0.48<0.55; exhaustion 0.33<0.50; expansion 0.19<0.40,location 0.00<0.60; flow 0.52<0.55; reclaim 0.16<0.25,flow 0.48<0.55; exhaustion 0.33<0.50; expansion 0.19<0.40,MONITOR SHORT,SHORT,56.5,exhaustion 0.33<0.50; flow 0.48<0.55,0.9454005664691228,0.325595460400651,0.4842317960003186,0.3929824561403504,NONE,NO SETUP,0.945,0.326,0.484,0.393,0.19,0.0,0.0,0.516,0.164,0.19,0.945,0.326,0.484,0.393,0.19,19.13,0.9792522152582667,0.7056202030205512,0.15034599648593502,1.0446884892643842,0.7559888067050927,500,0.4231608687662102,0.000649,-0.188,MONITOR
2026-09-16T05:58:53.230499+00:00,27,POWERUSDT,53.2,53.2,23.9,16.8,LONG,MONITOR LONG,reclaim 0.01<0.25; expansion 0.01<0.40,reclaim 0.01<0.25; expansion 0.01<0.40,location 0.00<0.60; flow 0.43<0.55; exhaustion 0.00<0.50,MONITOR LONG,LONG,58.8,structure 0.01<0.15,0.9962390664288324,0.5780718314650168,0.5667849380471548,0.013111244899324493,NONE,NO SETUP,0.0,0.0,0.433,1.0,0.014,0.996,0.578,0.567,0.013,0.014,0.0,0.0,0.433,1.0,0.014,0.1305,0.001429154757043704,3.9259714474803795,0.02017145262497762,1.203419594208229,0.8029784878556738,500,1.3823784800972523,5e-05,-34.753,MONITOR
2026-09-16T05:58:53.230499+00:00,28,ARQQUSDT,53.1,14.2,53.1,16.9,SHORT,MONITOR SHORT,flow 0.54<0.55; exhaustion 0.30<0.50; expansion 0.12<0.40,location 0.00<0.60; flow 0.46<0.55; reclaim 0.21<0.25,flow 0.54<0.55; exhaustion 0.30<0.50; expansion 0.12<0.40,MONITOR SHORT,SHORT,57.4,exhaustion 0.30<0.50; flow 0.54<0.55,0.958644010071399,0.2983671988388911,0.5421389098538827,0.3798124875324221,NONE,NO SETUP,0.959,0.298,0.542,0.38,0.123,0.0,0.0,0.458,0.212,0.123,0.959,0.298,0.542,0.38,0.123,18.164,0.9842847238271316,0.5810112586143373,0.7126478616924475,0.8897329955838987,0.707569685210721,500,0.808833414774055,0.0,8.831999999999999,MONITOR
2026-09-16T05:58:53.230499+00:00,29,INTCUSDT,53.1,27.0,53.1,16.9,SHORT,MONITOR SHORT,flow 0.50<0.55; rejection 0.00<0.25; exhaustion 0.47<0.50,location 0.00<0.60; flow 0.50<0.55; exhaustion 0.00<0.50,flow 0.50<0.55; rejection 0.00<0.25; exhaustion 0.47<0.50,MONITOR SHORT,SHORT,54.3,exhaustion 0.47<0.50; flow 0.50<0.55; structure 0.00<0.15,1.0,0.46908384043272644,0.5042254703719142,0.0,NONE,NO SETUP,1.0,0.469,0.504,0.0,0.24,0.0,0.0,0.496,0.896,0.24,1.0,0.469,0.504,0.0,0.24,100.81,1.0,0.4518051223230872,0.2034140800166034,0.9883528676570817,0.482670162357317,500,0.6358469199217586,0.001208,3.3000000000000003,MONITOR
2026-09-16T05:58:53.230499+00:00,30,AMZNUSDT,52.8,13.0,52.8,17.2,SHORT,MONITOR SHORT,rejection 0.09<0.25; exhaustion 0.35<0.50; expansion 0.25<0.40,location 0.00<0.60; flow 0.40<0.55; reclaim 0.09<0.25,rejection 0.09<0.25; exhaustion 0.35<0.50; expansion 0.25<0.40,MONITOR SHORT,SHORT,54.4,exhaustion 0.35<0.50; structure 0.09<0.15,0.9584174884163045,0.35293824392851764,0.5998394019725425,0.08974358974358064,NONE,NO SETUP,0.958,0.353,0.6,0.09,0.246,0.0,0.0,0.4,0.09,0.246,0.958,0.353,0.6,0.09,0.246,249.06,0.9841986455981957,0.2023976335045937,0.09014011512762138,0.758195811681155,0.8581751426627919,500,0.7247769044784264,0.0,-1.616,MONITOR
