timestamp,symbol,provider,stage,direction,confidence,alignment,risk_pct,v2_score,location_15m,exhaustion_15m,base_15m,structure_shift_5m,reversal_trigger_5m,early_reversal_score,reason
2026-09-25T03:56:33.332982+00:00,QNTUSDT,Bitget,NO_DIRECTION,,,,,89.9,,,,,,,early reversal direction returned None
2026-09-25T03:56:33.332982+00:00,MUBARAKUSDT,Bitget,NO_DIRECTION,,,,,87.6,,,,,,,early reversal direction returned None
2026-09-25T03:56:33.332982+00:00,CROSSUSDT,Bitget,NO_DIRECTION,,,,,85.6,,,,,,,early reversal direction returned None
2026-09-25T03:56:33.332982+00:00,CCUSDT,Bitget,NO_DIRECTION,,,,,83.7,,,,,,,early reversal direction returned None
2026-09-25T03:56:33.332982+00:00,ARCUSDT,Bitget,NO_DIRECTION,,,,,82.2,,,,,,,early reversal direction returned None
2026-09-25T03:56:33.332982+00:00,JSTUSDT,Bitget,NO_DIRECTION,,,,,75.8,,,,,,,early reversal direction returned None
2026-09-25T03:56:33.332982+00:00,HUMAUSDT,Bitget,NO_DIRECTION,,,,,75.0,,,,,,,early reversal direction returned None
2026-09-25T03:56:33.332982+00:00,LINKUSDT,Bitget,NO_DIRECTION,,,,,73.9,,,,,,,early reversal direction returned None
2026-09-25T03:56:33.332982+00:00,MAGMAUSDT,Bitget,NO_DIRECTION,,,,,69.6,,,,,,,early reversal direction returned None
2026-09-25T03:56:33.332982+00:00,APRUSDT,Bitget,NO_DIRECTION,,,,,68.1,,,,,,,early reversal direction returned None
2026-09-25T03:56:33.332982+00:00,FFUSDT,Bitget,NO_DIRECTION,,,,,66.1,,,,,,,early reversal direction returned None
2026-09-25T03:56:33.332982+00:00,TRXUSDT,Bitget,NO_DIRECTION,,,,,64.1,,,,,,,early reversal direction returned None
2026-09-25T03:56:33.332982+00:00,LITUSDT,Bitget,NO_DIRECTION,,,,,62.3,,,,,,,early reversal direction returned None
2026-09-25T03:56:33.332982+00:00,XPLUSDT,Bitget,NO_DIRECTION,,,,,59.6,,,,,,,early reversal direction returned None
2026-09-25T03:56:33.332982+00:00,ALLOUSDT,Bitget,NO_DIRECTION,,,,,58.8,,,,,,,early reversal direction returned None
2026-09-25T03:56:33.332982+00:00,BOMEUSDT,Bitget,NO_DIRECTION,,,,,57.8,,,,,,,early reversal direction returned None
2026-09-25T03:56:33.332982+00:00,FIGHTUSDT,Bitget,NO_DIRECTION,,,,,57.4,,,,,,,early reversal direction returned None
2026-09-25T03:56:33.332982+00:00,DEEPUSDT,Bitget,NO_DIRECTION,,,,,55.9,,,,,,,early reversal direction returned None
2026-09-25T03:56:33.332982+00:00,龙虾USDT,Bitget,NO_DIRECTION,,,,,54.3,,,,,,,early reversal direction returned None
2026-09-25T03:56:33.332982+00:00,MANAUSDT,Bitget,NO_DIRECTION,,,,,54.0,,,,,,,early reversal direction returned None
2026-09-25T03:56:33.332982+00:00,MARSCOINUSDT,Bitget,NO_DIRECTION,,,,,52.8,,,,,,,early reversal direction returned None
2026-09-25T03:56:33.332982+00:00,QTUMUSDT,Bitget,NO_DIRECTION,,,,,52.4,,,,,,,early reversal direction returned None
2026-09-25T03:56:33.332982+00:00,BSVUSDT,Bitget,NO_DIRECTION,,,,,51.8,,,,,,,early reversal direction returned None
2026-09-25T03:56:33.332982+00:00,KITEUSDT,Bitget,REVERSAL_FAILED,LONG,100.0,0.0,,0.0,1.0,,,,,,countertrend early reversal requires stronger confirmation
2026-09-25T03:56:33.332982+00:00,STONKUSDT,Bitget,NO_DIRECTION,,,,,50.1,,,,,,,early reversal direction returned None
2026-09-25T03:56:33.332982+00:00,EIGENUSDT,Bitget,REVERSAL_FAILED,LONG,81.2,0.0,,0.0,1.0,,,,,,countertrend early reversal requires stronger confirmation
